pl_name,pl_rade,pl_bmasse
"HIP 54515 b",,5625.56280390
"NN Ser c",,3086.11383197
"Kepler-213 b",1.33000000,
"Kepler-778 b",1.58000000,
"14 And b",,1017.00000000
"Kepler-1559 b",0.70000000,
"Kepler-341 d",2.04000000,
"Kepler-249 d",1.21000000,
"Kepler-435 b",22.30591000,270.15550000
"Kepler-107 d",1.07000000,
"Kepler-31 c",4.99000000,
"K2-136 c",3.14000000,
"Kepler-681 b",3.16000000,
"Kepler-272 b",1.46000000,
"Kepler-1192 b",,
"Kepler-357 c",2.51000000,
"HATS-48 A b",9.49951912,
"Kepler-267 b",2.00000000,
"Kepler-82 b",3.95000000,51.00000000
"HAT-P-2 b",11.24262700,2771.47760000
"TrES-4 b",19.62695900,292.40360000
"HAT-P-6 b",14.90797000,336.58197000
"HD 209458 b",15.23300000,217.70400000
"WASP-2 b",12.00500000,290.80200000
"WASP-2 b",12.52000000,290.48400000
"WASP-18 b",13.05900000,3314.83000000
"HAT-P-30 b",15.02000000,225.96800000
"WASP-35 b",14.79600000,228.82800000
"HAT-P-32 b",20.05300000,273.32200000
"KOI-13 b",20.50000000,
"Kepler-17 b",14.68000000,778.65000000
"Qatar-2 b",12.82300000,790.41000000
"KOI-13 b",22.77000000,
"WASP-79 b",23.43000000,286.03000000
"KELT-1 b",12.44200000,8654.15000000
"TrES-2 b",13.10300000,380.74400000
"WASP-3 b",15.52400000,559.36000000
"HAT-P-3 b",,
"HAT-P-38 b",9.24700000,84.85700000
"WASP-24 b",,
"WASP-1 b",16.97000000,292.00000000
"HAT-P-41 b",18.88700000,254.25300000
"WASP-49 b",12.49800000,120.13500000
"Kepler-190 c",,
"Kepler-1241 b",2.63000000,
"Kepler-1165 c",2.00000000,
"Kepler-452 b",1.13000000,
"Kepler-278 b",4.23000000,
"K2-277 b",,
"KELT-8 b",,
"Kepler-107 d",,
"Kepler-943 b",,
"Kepler-1978 b",3.17000000,
"Kepler-694 b",2.80000000,
"Kepler-142 c",2.78000000,
"Kepler-342 e",,
"GJ 2126 b",,413.17692910
"Kepler-1370 b",,
"Kepler-612 b",2.33000000,
"Kepler-1298 b",1.49400000,
"Kepler-1566 b",0.68000000,
"Kepler-1152 b",1.03000000,
"Kepler-891 b",,
"Kepler-633 c",2.45000000,
"Kepler-851 b",1.69000000,
"Kepler-896 b",2.60000000,
"HS Psc b",,464.02947422
"HD 134606 f",,5.63000000
"Kepler-391 c",,
"Kepler-92 c",,
"Kepler-36 b",1.45000000,
"YZ Cet d",,1.14000000
"K2-35 c",2.20000000,
"Kepler-935 b",,
"Kepler-784 c",1.77499998,
"Kepler-350 c",,3.80000000
"Kepler-215 d",2.45000000,
"Kepler-1077 b",,
"Kepler-538 b",2.26000000,
"Kepler-11 c",,4.60340000
"Kepler-1355 b",1.38000000,
"Kepler-647 b",1.15000000,
"Kepler-240 c",,
"Kepler-972 b",4.40500000,
"Kepler-913 b",2.62000000,
"Kepler-100 d",1.50000000,
"Kepler-1866 b",2.08000000,
"Kepler-1228 b",1.54000000,
"Kepler-1496 b",,
"Kepler-541 b",,
"Kepler-1859 c",1.66000000,
"Kepler-1915 b",3.15000000,
"Kepler-242 c",,
"Kepler-613 b",2.30000000,
"Kepler-261 c",2.10000000,
"TOI-778 b",15.24530000,
"Kepler-18 b",,140.39700000
"TOI-2285 b",1.77000000,
"TOI-4184 b",2.43000000,
"TOI-1268 b",9.31888000,
"HATS-22 b",,
"HAT-P-38 b",10.24074428,
"TOI-7041 b",11.43316031,114.41822652
"WASP-16 b",11.85712400,
"WASP-131 b",17.10380871,
"WASP-46 b",13.18745031,
"WASP-95 b",13.70285267,
"WASP-94 A b",20.53570000,
"WASP-97 b",14.29540000,
"WASP-6 b",12.74000711,
"WASP-50 b",13.14068336,
"HD 189733 b",13.30103550,
"Ross 176 b",2.22447000,
"WASP-11 b",11.46948561,
"WASP-32 b",12.45430000,
"WASP-75 b",13.34130000,
"HAT-P-2 b",13.25830000,
"KOI-13 b",,
"TOI-1238 c",2.52485590,
"HAT-P-1 b",14.53310000,
"HAT-P-16 b",15.40180000,
"TOI-270 c",,
"TOI-270 d",,
"Qatar-1 b",12.52420000,
"KELT-1 b",12.94380000,
"HAT-P-18 b",10.72997950,
"WASP-3 b",16.40120000,
"Kepler-12 b",20.35653367,
"Kepler-5 b",15.21650157,
"WASP-26 b",13.80446613,
"WASP-48 b",18.05375882,
"WASP-13 b",16.25090000,
"GJ 436 b",3.81211403,
"KELT-6 b",14.28660000,
"Kepler-6 b",13.31600225,
"XO-1 b",13.83520000,
"WASP-18 b",15.34200000,
"WASP-64 b",14.72475239,
"Kepler-17 b",14.85854478,
"WASP-2 b",11.99944272,
"HAT-P-23 b",14.10495771,
"WASP-80 b",11.79968678,
"K2-121 b",7.50399000,
"Kepler-506 b",,
"Kepler-76 b",13.43000000,
"TOI-954 b",,
"WASP-145 A b",,
"WASP-10 b",11.96000300,1020.23430000
"WASP-14 b",14.35872900,2294.73260000
"WASP-2 b",12.00483900,293.99275000
"WASP-34 b",13.67498000,185.29489000
"WASP-37 b",13.00244000,546.66760000
"WASP-39 b",14.23543000,87.40325000
"WASP-3 b",15.87194400,600.69870000
"WASP-50 b",12.92397700,464.03180000
"WASP-6 b",13.71981600,153.51189000
"XO-4 b",15.02006000,512.34196000
"WASP-78 b",17.82231000,259.66711000
"WASP-79 b",20.40038000,267.93069000
"WASP-74 b",15.73743600,262.52758000
"Kepler-17 b",,
"Kepler-12 b",,
"HD 202772 A b",17.31790500,323.23311000
"WASP-38 b",12.21781000,841.61384000
"HAT-P-13 b",14.35872900,280.64389000
"HAT-P-18 b",11.15295500,63.56600000
"HAT-P-19 b",12.68858800,90.26372000
"WASP-12 b",,
"HAT-P-22 b",12.10572000,690.32676000
"HAT-P-23 b",15.33391200,626.12510000
"HAT-P-30 b",15.02006000,237.10118000
"HAT-P-33 b",18.89837400,209.76780000
"HAT-P-3 b",10.07689100,193.55847000
"HAT-P-4 b",14.28026600,206.90733000
"HAT-P-5 b",14.05608600,324.18660000
"HAT-P-6 b",14.90797000,351.51998000
"HAT-P-8 b",16.81350000,430.34182000
"Kepler-6 b",13.10332100,205.63601000
"Kepler-17 b",14.90797000,785.04010000
"TrES-2 b",13.77586100,398.24099000
"HAT-P-12 b",10.63734100,67.06213000
"HAT-P-32 b",22.19382000,216.12440000
"WASP-121 b",20.17620000,
"WASP-33 b",17.85593700,665.21819000
"HAT-P-34 b",,
"TOI-1798.02",1.37400198,
"Kepler-102 d",,
"Kepler-65 c",2.61000000,
"TOI-1266 c",1.91122823,
"GJ 143 b",,30.63000000
"WASP-43 b",,
"Qatar-1 b",,
"WASP-80 b",11.05207400,178.62046000
"KOI-13 b",15.75985400,2070.66245000
"HD 209458 b",,
"WASP-14 b",13.89916000,2412.32970000
"WASP-11 b",11.09691000,156.37236000
"GJ 436 b",3.96000000,
"HD 189733 b",,
"WASP-80 b",,
"HAT-P-20 b",,
"Kepler-6 b",14.61653600,212.31044000
"GJ 436 b",4.04000000,
"XO-2 N b",,
"WASP-14 b",13.68618900,2466.36080000
"HAT-P-18 b",,
"HAT-P-19 b",,
"WASP-21 b",,
"WASP-6 b",13.67498000,158.91500000
"HAT-P-12 b",10.76064000,66.74430000
"HD 209458 b",15.24424000,219.30270000
"Kepler-17 b",14.68379000,743.72220000
"TrES-4 b",19.44761500,285.09351000
"HAT-P-3 b",10.61492300,185.61272000
"HAT-P-6 b",15.63655500,337.85329000
"WASP-1 b",16.73503700,311.47340000
"WASP-21 b",14.15696700,93.75985000
"WASP-2 b",11.69098700,269.20201000
"HAT-P-13 b",,
"WASP-17 b",22.26107400,143.97699000
"WASP-18 b",14.20180300,3213.26130000
"Kepler-1829 b",,
"XO-3 b",,
"XO-3 b",,
"WASP-4 b",,
"WASP-4 b",15.83800000,393.13900000
"WASP-5 b",13.08100000,498.33600000
"WASP-12 b",20.38917100,448.14030000
"WASP-19 b",,
"TrES-5 b",13.38354600,568.91570000
"WASP-114 b",,
"WD 1856+534 b",10.40000000,4386.05400000
"Kepler-100 d",1.61000000,3.00000000
"KOI-13 b",23.00000000,
"Kepler-6 b",11.07000000,
"WASP-75 b",15.54000000,
"HD 189733 b",12.54287100,370.58978000
"WASP-18 b",13.34991900,3305.43200000
"GJ 436 b",,25.40000000
"HAT-P-12 b",10.30107100,63.88383000
"WASP-39 b",14.33631100,89.31023000
"HAT-P-4 b",15.32270300,176.71348000
"HAT-P-34 b",,
"HAT-P-6 b",,
"HD 190360 c",,20.28000000
"K2-222 b",2.39000000,
"WASP-26 b",,
"HAT-P-23 b",15.35633000,664.26470000
"K2-222 b",2.53826377,
"HAT-P-60 b",18.28184752,182.43350562
"HD 100508 b",,381.39408840
"HD 190360 c",,19.06900000
"TrES-3 b",,
"TrES-5 b",13.55200000,565.07800000
"WASP-4 b",,
"WASP-4 b",15.21061300,393.15571000
"WASP-5 b",12.21800000,502.15000000
"XO-3 b",14.79585452,4217.58296089
"CoRoT-2 b",16.47723000,1150.54460000
"HD 68475 b",,1639.99458012
"Kepler-6 b",13.41000000,
"Kepler-5 b",15.28000000,
"Kepler-12 b",18.22000000,
"TrES-2 b",12.85000000,
"TrES-2 b",12.85000000,
"KOI-13 b",25.80000000,
"Kepler-17 b",14.80000000,
"TrES-2 b",13.04000000,
"Kepler-5 b",14.92000000,
"Kepler-12 b",18.05000000,
"Kepler-17 b",14.48000000,
"Kepler-6 b",13.41000000,
"Kepler-12 b",18.22000000,
"Kepler-17 b",14.80000000,
"KELT-11 b",13.57525892,
"WASP-107 b",12.84330000,
"HAT-P-20 b",11.48922500,2294.73260000
"WASP-43 b",11.27625400,635.02434000
"WASP-78 b",23.09054000,273.33380000
"K2-108 b",,
"K2-113 b",10.42437000,410.00070000
"LTT 1445 A b",,
"TOI-1669 b",,191.00000000
"WASP-139 b",8.96720000,37.18611000
"Kepler-77 b",10.43000000,
"TOI-1246 e",3.51418750,14.50000000
"Kepler-77 b",10.43000000,
"TOI-6894 b",9.58367850,53.39517238
"TOI-700 e",0.95300000,
"WASP-88 b",18.45046895,
"K2-3 b",2.07800000,5.11000000
"CoRoT-19 b",,
"WASP-10 b",,
"WASP-11 b",,
"HD 202772 A b",,
"KELT-16 b",,
"KELT-20 b",,
"KELT-2 A b",,
"KELT-3 b",,
"KELT-6 b",,
"KELT-7 b",,
"KELT-9 b",,
"Qatar-1 b",,
"Qatar-2 b",,
"WASP-104 b",,
"WASP-140 b",,
"WASP-14 b",,
"WASP-15 b",,
"WASP-17 b",,
"WASP-1 b",,
"WASP-24 b",,
"WASP-28 b",,
"WASP-2 b",,
"WASP-32 b",,
"WASP-39 b",,
"WASP-3 b",,
"WASP-43 b",,
"WASP-46 b",,
"LTT 9779 b",4.72000000,29.32000000
"WASP-62 b",,
"HD 15337 c",2.52600000,6.79200000
"TOI-270 b",1.28000000,1.48000000
"WASP-64 b",,
"WASP-67 b",,
"WASP-69 b",,
"KOI-94 d",,
"Kepler-18 d",,4.70000000
"WASP-87 b",,
"WASP-94 A b",,
"WASP-77 A b",,
"WASP-79 b",,
"WASP-7 b",,
"WASP-96 b",,
"XO-1 b",,
"XO-2 N b",,
"XO-4 b",,
"TOI-5799 b",1.62500000,
"HAT-P-1 b",,
"WASP-11 b",,
"HAT-P-16 b",,
"HAT-P-22 b",,
"KELT-3 b",,
"WASP-50 b",,
"WASP-77 A b",,
"KELT-7 b",,
"HIP 8152 b",2.53625843,8.90000000
"WASP-74 b",15.75320000,
"HIP 8152 b",2.56000000,7.80000000
"GJ 3090 b",,
"TOI-5616 b",10.78000000,624.00000000
"HD 23472 d",0.75000000,0.55000000
"HD 23472 e",0.96981900,
"KELT-3 b",15.13212395,467.20775829
"WASP-50 b",12.89032781,467.20775829
"WASP-26 b",,
"WASP-52 b",15.55890793,
"TrES-2 b",14.14100000,
"Kepler-6 b",13.10100000,
"Kepler-12 b",19.38000000,
"HAT-P-16 b",13.33871000,1331.38987000
"K2-133 b",1.34000000,
"Kepler-41 b",14.26400000,
"KELT-14 b",17.03768000,380.12468000
"WASP-48 b",18.71903000,312.74472000
"TrES-2 b",13.95520500,457.67520000
"CoRoT-1 b",15.91678000,340.07810000
"HAT-P-1 b",14.78467100,168.13207000
"HAT-P-22 b",12.10572000,682.69884000
"WASP-1 b",16.24184100,268.88418000
"WASP-33 b",18.81991100,1042.48240000
"WASP-76 b",,
"WASP-36 b",14.87434300,750.39663000
"HAT-P-23 b",,
"HAT-P-34 b",,
"GJ 436 b",4.10000000,25.40000000
"KOI-13 b",20.85000000,2637.88000000
"WASP-67 b",12.22900000,129.03400000
"WASP-104 b",12.74500000,404.26300000
"WASP-94 A b",19.28000000,143.65300000
"HAT-P-32 b",20.05300000,
"WASP-28 b",15.17700000,285.71700000
"HD 209458 b",16.26400000,203.40000000
"XO-2 N b",11.42200000,189.73700000
"TrES-2 b",13.37233700,383.30298000
"CoRoT-1 b",17.38515900,327.36490000
"HD 80606 b",11.24262700,1307.55262000
"WASP-7 b",15.27786700,305.11680000
"WASP-3 b",15.87194400,645.19490000
"Kepler-720 b",,
"HAT-P-35 b",14.93038800,335.62848000
"TOI-421 b",1.92573459,
"Kepler-670 b",12.21000000,
"Kepler-708 b",,
"Kepler-1208 b",2.32000000,
"HD 114082 b",11.20898070,2542.62725600
"TOI-2525 c",10.36709190,
"HAT-P-45 b",,
"WASP-58 b",15.35633000,285.72917000
"Kepler-522 b",,
"Kepler-396 c",,
"WASP-100 b",18.94000000,645.17000000
"HD 20794 e",,4.77000000
"V1298 Tau b",10.22000000,
"WASP-131 b",,
"WASP-140 b",,
"XO-1 b",,
"TOI-1898 b",9.70557571,
"TOI-2134 b",2.69000000,9.13000000
"TOI-5938 b",3.82000000,
"TOI-7009 b",3.71000000,
"KMT-2024-BLG-0349L b",,3769.44490702
"HD 164604 c",,3019.36986650
"LP 791-18 b",1.19263921,
"TIC 257060897 b",16.70138124,212.94503269
"TOI-4336 A b",2.04924027,
"LHS 1903 d",2.43590000,
"HD 28185 c",,6241.83208507
"TOI-2447 b",9.60609646,124.90656395
"V1298 Tau c",5.15613112,76.27881768
"TOI-411 b",1.36200000,13.71000000
"HD 95338 b",4.27174254,
"V1298 Tau b",9.41000000,13.10000000
"HD 28185 b",,1859.29618095
"KMT-2024-BLG-0349L b",,3769.44490702
"HD 164604 b",,2796.88998160
"HD 28185 b",,1875.19700000
"51 Eri b",,3464.32963630
"HD 164604 b",,635.00000000
"HD 23472 d",0.75758800,
"HD 23472 f",1.15643000,
"WASP-76 b",,
"HD 23472 c",1.60982000,
"HIP 8152 c",1.98062289,
"LTT 9779 b",4.72000000,29.32000000
"WASP-72 b",14.45961000,731.00900000
"WASP-72 b",18.52390819,
"WASP-100 b",,
"WASP-100 b",,
"LP 791-18 c",2.31000000,
"LP 791-18 c",,
"XO-2 N b",,
"TOI-1898 b",9.71000000,148.30000000
"XO-4 b",,
"MASCARA-1 b",21.37050000,
"HAT-P-8 b",14.22874853,
"TOI-813 b",6.72538842,
"V1298 Tau b",9.72939525,203.41018048
"V1298 Tau c",,
"K2-290 b",3.06000000,10.90000000
"K2-290 b",,
"HD 20794 d",,4.80000000
"HD 20794 f",,5.82000000
"HD 28185 b",,1811.63100000
"HD 28185 b",,1855.16441166
"HD 95338 b",3.89000000,42.44000000
"HD 95338 b",4.15000000,42.90000000
"TOI-375 d",,445.59542661
"TOI-411 b",1.27788467,
"LHS 1903 b",1.38200000,3.28000000
"TOI-4336 A b",2.12000000,
"TOI-4342 b",2.27214086,
"TOI-5938 b",3.92152000,
"TOI-7009 b",4.04700000,
"HD 208487 b",,165.26500000
"HD 208487 b",,146.20106722
"GJ 887 b",,3.90000000
"WASP-21 b",15.15469429,
"HD 206893 b",14.01122587,8899.19539600
"HD 206893 c",16.36511182,4036.42076890
"HAT-P-18 b",,
"Proxima Cen d",,0.26000000
"TOI-6223 b",4.94518000,
"Proxima Cen b",,1.00000000
"WASP-101 b",,
"WASP-127 b",,
"WASP-79 b",,
"WASP-62 b",,
"WASP-6 b",11.99360935,
"WASP-39 b",15.24421375,
"LTT 9779 b",,
"HAT-P-12 b",,
"HAT-P-15 b",,
"HD 23472 b",2.00000000,8.32000000
"HAT-P-18 b",,
"HAT-P-19 b",,
"HAT-P-1 b",,
"HAT-P-20 b",,
"HAT-P-22 b",,
"HAT-P-30 b",,
"HAT-P-3 b",,
"HAT-P-41 b",,
"HAT-P-8 b",,
"HIP 9618 c",3.34300000,18.30000000
"WASP-20 b",16.38800000,98.84100000
"KELT-10 b",14.53656291,
"Kepler-762 b",11.10000000,
"HATS-59 b",13.37520000,
"K2-199 b",1.73000000,6.90000000
"K2-34 b",16.14096000,563.51259000
"HIP 41378 c",2.29980485,
"KOI-94 c",,11.60000000
"HATS-41 b",,
"WASP-61 b",,
"TOI-270 c",2.33000000,6.20000000
"WASP-107 b",10.55000000,30.60000000
"TOI-5799 b",1.85800000,
"WASP-107 b",,
"WASP-107 c",,
"GJ 436 b",,
"WASP-131 b",13.74221034,86.76715511
"WASP-77 A b",,529.31142902
"WASP-43 b",,
"TrES-4 b",,
"WASP-96 b",14.00337959,
"Proxima Cen d",,0.26000000
"TOI-1238 b",1.21000000,3.76000000
"TOI-1238 c",2.11000000,8.32000000
"WASP-107 c",,115.00000000
"TOI-270 d",2.19000000,
"TOI-5799 c",1.76000000,
"WASP-96 b",13.78704626,149.37935129
"TOI-7510 b",11.65856551,
"TOI-1201 b",,
"TOI-7510 c",9.25092411,
"WASP-74 b",14.70618268,
"HD 209458 b",,
"WASP-121 b",19.52604438,371.85923619
"TOI-7510 d",10.52000000,190.00000000
"HAT-P-16 b",14.68376472,
"HAT-P-13 b",16.66775430,287.95253674
"HAT-P-8 b",14.80706350,405.23121893
"WASP-21 b",13.02483557,87.72064033
"WASP-52 b",14.04485282,137.93752864
"HAT-P-15 b",,
"TOI-7510 b",7.34188236,7.94571018
"TOI-7510 d",10.34588919,245.61779293
"KMT-2022-BLG-1818L b",,1357.12729789
"KMT-2022-BLG-1818L c",,146.20106722
"KMT-2022-BLG-1818L b",,476.74261050
"KMT-2022-BLG-1818L c",,276.51071409
"WASP-8 b",12.55405838,696.04421133
"GJ 436 b",3.85000000,21.72000000
"Kepler-1370 b",2.03500000,
"Kepler-1419 b",2.60000000,
"Kepler-181 c",,
"Kepler-265 e",,
"Kepler-356 c",,
"Kepler-1892 b",1.41000000,
"HAT-P-15 b",12.01600000,618.47100000
"WASP-62 b",15.02006000,184.34140000
"WASP-7 b",,305.11680000
"WASP-13 b",15.77106300,158.91500000
"WASP-69 b",11.84791300,82.63580000
"HD 189733 b",,
"HAT-P-41 b",18.88716500,254.26400000
"WASP-18 b",,3314.82000000
"KELT-11 b",,
"WASP-107 c",,115.00000000
"HAT-P-5 b",13.57409900,
"WASP-21 b",11.99000000,95.34500000
"HAT-P-18 b",11.15300000,62.61000000
"HAT-P-19 b",12.68900000,92.80200000
"HAT-P-23 b",15.33400000,664.23700000
"WASP-32 b",13.22700000,1144.14000000
"WASP-38 b",12.26300000,855.24500000
"WASP-34 b",13.67500000,187.51000000
"WASP-1 b",21.63337000,282.86870000
"WASP-2 b",10.70500000,279.68000000
"WASP-10 b",12.10600000,1001.12000000
"HAT-P-8 b",15.69260000,406.82240000
"KELT-3 b",17.48604000,616.59020000
"KOI-13 b",,
"Kepler-6 b",,
"Kepler-5 b",,
"Kepler-12 b",,
"HD 189733 b",,369.63443734
"HD 209458 b",,211.35589065
"HD 80606 b",,1322.16617312
"GJ 436 b",,
"K2-19 b",7.00000000,32.40000000
"HATS-12 b",7.80000000,
"TOI-1117 b",2.56778000,
"LHS 1903 d",2.50000000,5.96000000
"Kepler-423 b",13.36112800,192.60498000
"TOI-1272 c",,21.70000000
"LTT 1445 A b",1.44541541,
"HD 164604 b",,858.10500000
"HD 20794 d",,2.98000000
"HD 208487 b",,143.02000000
"WASP-72 b",14.23543000,491.39696300
"WASP-100 b",16.07821630,
"51 Eri b",,1303.09646870
"V1298 Tau c",5.05000000,
"V1298 Tau d",6.41000000,
"V1298 Tau e",9.97599282,321.00669107
"TOI-813 b",6.82000000,
"HD 95338 b",4.36639000,
"TIC 257060897 b",17.55655678,
"TOI-375 b",10.77183045,236.78216321
"TOI-1246 d",3.43139739,5.40000000
"HATS-35 b",,
"HD 17156 b",12.18418300,1028.18005000
"Kepler-68 b",2.30900000,
"KOI-13 b",17.05000000,
"HATS-11 b",16.92559000,270.15550000
"GJ 436 b",4.17000000,22.10000000
"WASP-43 b",10.42000000,572.10000000
"GJ 436 b",4.26000000,23.20100000
"HD 189733 b",12.30000000,349.60000000
"WASP-10 b",12.30000000,1017.00000000
"WASP-38 b",12.30000000,858.10000000
"HAT-P-23 b",13.72000000,658.00000000
"WASP-52 b",,
"HD 189733 b",,
"TrES-1 b",,
"WASP-2 b",,
"Kepler-17 b",14.65000000,
"TrES-2 b",13.12000000,
"WASP-28 b",14.01125000,294.62841000
"WASP-36 b",14.90797000,729.41985000
"WASP-39 b",14.93038800,89.94589000
"HAT-P-13 b",16.66778300,285.72917000
"KELT-14 b",19.53728700,408.09372000
"WASP-43 b",,
"Qatar-2 b",,
"WASP-75 b",15.60000000,
"Kepler-5 b",,
"AU Mic c",,11.60000000
"AU Mic b",4.07000000,17.00000000
"AU Mic c",2.56000000,
"KOI-13 b",,
"Kepler-12 b",,
"WASP-140 b",16.14096000,775.50520000
"Qatar-1 b",13.22662000,422.71390000
"Qatar-1 b",13.22662000,
"WASP-3 b",15.69260000,629.30340000
"Qatar-2 b",,
"WASP-3 b",14.68379000,559.38080000
"KELT-16 b",15.86073500,874.03250000
"GJ 1132 b",1.43000000,1.63000000
"KELT-9 b",21.19621900,915.35040000
"WASP-52 b",,
"WASP-121 b",18.98804600,
"WASP-107 b",10.53646000,38.13960000
"K2-27 b",4.58049508,
"TOI-3593 b",11.68694909,
"Kepler-68 b",2.35700000,8.03000000
"TOI-2031 A b",13.60156514,
"Kepler-393 c",1.17000000,
"OGLE-2012-BLG-0724L b",,150.00000000
"Kepler-1983 b",,
"Kepler-975 b",1.50000000,
"Kepler-670 b",12.00000000,
"Kepler-1825 b",1.35000000,
"Kepler-1624 b",5.70000000,
"LHS 1678 c",0.94100000,
"HD 189733 b",12.90155900,365.50450000
"XO-1 b",13.56300000,292.39100000
"KOI-13 b",,2923.90000000
"TrES-2 b",14.13454900,398.24099000
"HAT-P-2 b",13.33871000,2777.83420000
"TrES-1 b",12.31869100,241.86863000
"TOI-270 d",2.02340091,
"HD 15337 c",2.52200000,8.79000000
"TrES-4 b",20.28829000,278.73691000
"WASP-10 b",11.96000300,1004.34280000
"XO-2 N b",11.11932800,176.39565000
"WASP-1 b",16.63415600,273.33380000
"XO-4 b",14.45961000,483.41943000
"WASP-52 b",14.24000000,146.20000000
"WASP-64 b",14.24700000,403.94500000
"WASP-80 b",10.67100000,176.07000000
"XO-4 b",14.91000000,565.71000000
"WASP-65 b",12.46400000,492.62000000
"WASP-75 b",14.23500000,340.06000000
"WASP-1 b",16.62300000,271.41500000
"WASP-8 b",,711.93920000
"WASP-8 c",,3003.37000000
"HAT-P-13 c",,4643.30000000
"HAT-P-2 b",,3175.12170000
"HAT-P-30 b",,230.74458000
"HAT-P-32 b",,251.08570000
"HAT-P-33 b",,206.58950000
"HAT-P-4 b",,203.09337000
"HAT-P-6 b",,351.83781000
"WASP-15 b",,179.89178000
"WASP-16 b",,268.88418000
"WASP-18 b",,3327.68010000
"TOI-6695 b",9.52763359,66.74396547
"WASP-14 b",14.36000000,2333.00000000
"MASCARA-1 b",16.81350000,1175.97100000
"KELT-20 b",19.51486900,1074.90106000
"Kepler-289 b",3.41000000,
"Qatar-2 b",11.50000000,
"PSR J2322-2650 b",,252.64306700
"XO-1 b",15.02006000,
"TrES-2 b",13.02485800,457.67520000
"WASP-14 b",,
"TrES-2 b",,
"TrES-2 b",,
"WASP-39 b",,
"XO-1 b",13.27145600,286.04700000
"TrES-1 b",,
"WASP-15 b",15.78227200,188.15536000
"WASP-24 b",14.60532700,352.47347000
"TrES-2 b",13.32750100,
"Qatar-1 b",12.81188700,411.27202000
"WASP-17 b",19.58212300,154.46538000
"HAT-P-12 b",,
"HD 23472 c",2.14900000,17.18000000
"TOI-1201 b",2.41500000,6.28000000
"TOI-270 d",2.13000000,
"WASP-17 b",,
"WASP-131 b",13.67498000,85.81410000
"HIP 8152 b",2.08361012,
"HD 15337 c",2.03666791,
"Qatar-2 b",12.89035000,826.35800000
"Qatar-2 b",12.49803500,783.76878000
"WASP-11 b",11.26500000,154.77700000
"KELT-20 b",20.51247000,5403.11000000
"Kepler-6 b",12.90200000,
"KOI-13 b",,
"TrES-2 b",15.24424000,473.56670000
"HAT-P-2 b",13.45080000,3632.79690000
"HAT-P-15 b",11.88154000,616.59020000
"HAT-P-22 b",12.89035000,785.04010000
"TrES-1 b",12.66617000,266.97720000
"HAT-P-3 b",10.53646000,206.58950000
"HAT-P-5 b",13.56289000,311.47340000
"HAT-P-6 b",16.58932000,419.53560000
"WASP-18 b",13.45080000,3635.97520000
"WASP-8 b",12.66617000,807.28820000
"XO-1 b",12.77826000,263.79890000
"WASP-26 b",13.56289000,270.15550000
"WASP-35 b",14.57170000,225.65930000
"WASP-15 b",,
"WASP-174 b",19.62220000,
"WASP-28 b",13.66374747,282.54945382
"HAT-P-5 b",,
"WASP-16 b",,
"WASP-121 b",,
"WASP-43 b",,
"WASP-7 b",,
"WASP-95 b",,
"WASP-35 b",,
"WASP-13 b",,
"WASP-96 b",,
"KELT-20 b",,
"HAT-P-18 b",,
"HAT-P-34 b",,
"WASP-63 b",,
"WASP-46 b",,
"WASP-79 b",17.28055672,
"WASP-63 b",15.17673459,
"HAT-P-30 b",15.99522635,
"WASP-121 b",22.03280000,
"CoRoT-1 b",20.59440000,
"WASP-127 b",14.69526062,
"WASP-34 b",13.39260000,
"WASP-87 b",14.86959617,
"HD 86226 b",,143.02350000
"K2-26 b",2.67000000,
"TOI-178 c",1.66900000,4.77000000
"HIP 41378 f",10.20000000,
"K2-394 b",1.69200000,
"HAT-P-44 b",15.36840000,
"TOI-2459 b",2.93653367,
"TOI-5349 b",9.42671000,
"K2-348 b",3.80000000,
"HAT-P-12 b",,66.39468700
"HAT-P-15 b",,649.32669000
"WASP-1 b",,251.08570000
"WASP-24 b",,355.65177000
"WASP-38 b",,859.73015000
"WASP-3 b",,617.86152000
"XO-2 N b",,199.91507000
"XO-4 b",,495.49697000
"AU Mic b",4.20337500,57.20940000
"AU Mic c",,14.20000000
"TrES-2 b",,367.72931000
"HAT-P-16 b",,1341.24260000
"XO-2 S b",,82.31500000
"HD 209458 b",15.09852300,
"WASP-2 b",11.63500000,
"XO-1 b",14.57170000,286.04700000
"TrES-2 b",13.89916000,406.82240000
"GJ 436 b",,21.38910000
"HD 209458 b",,222.15400000
"HD 209458 b",15.92000000,197.05000000
"HD 189733 b",14.12000000,365.49000000
"HAT-P-2 b",12.96900000,2888.95000000
"GJ 436 b",,
"XO-1 b",,
"HAT-P-1 b",13.73100000,166.53600000
"WASP-18 b",13.05848500,3314.96690000
"TrES-4 b",,
"HAT-P-13 c",,4538.42100000
"HAT-P-6 b",14.90800000,335.93200000
"GJ 436 b",,21.67510000
"HAT-P-2 b",10.65975900,2739.69460000
"WASP-74 b",17.48604000,301.93850000
"HD 63433 c",2.71000000,
"TOI-1806.01",3.40953670,
"HR 810 b",,721.47410000
"HATS-36 b",13.84311500,1022.14128000
"Kepler-1514 b",22.02000000,
"TOI-5238 b",5.22000000,
"HATS-3 b",,
"HAT-P-1 b",,
"K2-97 b",,
"HAT-P-3 b",,
"HAT-P-4 b",,
"HAT-P-6 b",,
"HAT-P-16 b",,
